id,date,time,type,source,value
57701,2024-01-30,10:15:17.246141,temperature_1,z-03,23.326013565063477
57702,2024-01-30,10:15:17.246141,temperature_2,z-03,21.850000381469727
57703,2024-01-30,10:15:17.246141,humidity,z-03,29.829879760742188
57704,2024-01-30,10:15:17.246141,pressure,z-03,1015.875244140625
57705,2024-01-30,10:15:28.339922,temperature,z-01,22
57706,2024-01-30,10:15:28.339922,humidity,z-01,23.299999237060547
57707,2024-01-30,10:15:35.097415,temperature,z-02,21.100000381469727
57708,2024-01-30,10:15:35.097415,humidity,z-02,25.5
57709,2024-01-30,10:15:42.414747,temperature_1,z-03,23.251689910888672
57710,2024-01-30,10:15:42.414747,temperature_2,z-03,21.85416603088379
57711,2024-01-30,10:15:42.414747,humidity,z-03,29.82761001586914
57712,2024-01-30,10:15:42.414747,pressure,z-03,1015.87841796875
57713,2024-01-30,10:15:48.231790,temperature_1,z-03,23.344594955444336
57714,2024-01-30,10:15:48.231790,temperature_2,z-03,21.84375
57715,2024-01-30,10:15:48.231790,humidity,z-03,29.630170822143555
57716,2024-01-30,10:15:48.231790,pressure,z-03,1015.90185546875
57717,2024-01-30,10:16:00.050367,temperature,z-01,22
57718,2024-01-30,10:16:00.050367,humidity,z-01,23.299999237060547
57719,2024-01-30,10:16:08.034073,temperature,z-02,21
57720,2024-01-30,10:16:08.034073,humidity,z-02,25.399999618530273
57721,2024-01-30,10:16:13.404357,temperature_1,z-03,23.30743408203125
57722,2024-01-30,10:16:13.404357,temperature_2,z-03,21.835416793823242
57723,2024-01-30,10:16:13.404357,humidity,z-03,29.648326873779297
57724,2024-01-30,10:16:13.404357,pressure,z-03,1015.9052734375
57725,2024-01-30,10:16:19.177202,temperature_1,z-03,23.326013565063477
57726,2024-01-30,10:16:19.177202,temperature_2,z-03,21.84166717529297
57727,2024-01-30,10:16:19.177202,humidity,z-03,29.800376892089844
57728,2024-01-30,10:16:19.177202,pressure,z-03,1015.91064453125
57729,2024-01-30,10:16:31.709580,temperature,z-01,22
57730,2024-01-30,10:16:31.709580,humidity,z-01,23.299999237060547
57731,2024-01-30,10:16:40.946823,temperature,z-02,21.100000381469727
57732,2024-01-30,10:16:40.946823,humidity,z-02,25.5
57733,2024-01-30,10:16:44.376471,temperature_1,z-03,23.30743408203125
57734,2024-01-30,10:16:44.376471,temperature_2,z-03,21.850000381469727
57735,2024-01-30,10:16:44.376471,humidity,z-03,29.623363494873047
57736,2024-01-30,10:16:44.376471,pressure,z-03,1015.910400390625
57737,2024-01-30,10:16:50.190073,temperature_1,z-03,23.214527130126953
57738,2024-01-30,10:16:50.190073,temperature_2,z-03,21.852083206176758
57739,2024-01-30,10:16:50.190073,humidity,z-03,29.5711669921875
57740,2024-01-30,10:16:50.190073,pressure,z-03,1015.88232421875
57741,2024-01-30,10:17:03.470837,temperature,z-01,22
57742,2024-01-30,10:17:03.470837,humidity,z-01,23.299999237060547
57743,2024-01-30,10:17:14.207193,temperature,z-02,21.100000381469727
57744,2024-01-30,10:17:14.207193,humidity,z-02,25.5
57745,2024-01-30,10:17:15.485119,temperature_1,z-03,23.27027130126953
57746,2024-01-30,10:17:15.485119,temperature_2,z-03,21.852083206176758
57747,2024-01-30,10:17:15.485119,humidity,z-03,29.705062866210938
57748,2024-01-30,10:17:15.485119,pressure,z-03,1015.92919921875
57749,2024-01-30,10:17:21.090778,temperature_1,z-03,23.28885269165039
57750,2024-01-30,10:17:21.090778,temperature_2,z-03,21.84166717529297
57751,2024-01-30,10:17:21.090778,humidity,z-03,29.587051391601562
57752,2024-01-30,10:17:21.090778,pressure,z-03,1015.927978515625
57753,2024-01-30,10:17:35.090324,temperature,z-01,22
57754,2024-01-30,10:17:35.090324,humidity,z-01,23.299999237060547
57755,2024-01-30,10:17:46.463102,temperature_1,z-03,23.28885269165039
57756,2024-01-30,10:17:46.463102,temperature_2,z-03,21.852083206176758
57757,2024-01-30,10:17:46.463102,humidity,z-03,29.761796951293945
57758,2024-01-30,10:17:46.463102,pressure,z-03,1015.91259765625
57759,2024-01-30,10:17:49.919153,temperature,z-02,21.100000381469727
57760,2024-01-30,10:17:49.919153,humidity,z-02,25.5
57761,2024-01-30,10:17:51.995689,temperature_1,z-03,23.326013565063477
57762,2024-01-30,10:17:51.995689,temperature_2,z-03,21.84583282470703
57763,2024-01-30,10:17:51.995689,humidity,z-03,29.813995361328125
57764,2024-01-30,10:17:51.995689,pressure,z-03,1015.894775390625
57765,2024-01-30,10:18:06.790397,temperature,z-01,22
57766,2024-01-30,10:18:06.790397,humidity,z-01,23.200000762939453
57767,2024-01-30,10:18:17.444881,temperature_1,z-03,23.233108520507812
57768,2024-01-30,10:18:17.444881,temperature_2,z-03,21.85416603088379
57769,2024-01-30,10:18:17.444881,humidity,z-03,29.720947265625
57770,2024-01-30,10:18:17.444881,pressure,z-03,1015.9140625
57771,2024-01-30,10:18:22.792028,temperature,z-02,21.100000381469727
57772,2024-01-30,10:18:22.792028,humidity,z-02,25.5
57773,2024-01-30,10:18:22.995008,temperature_1,z-03,23.251689910888672
57774,2024-01-30,10:18:22.995008,temperature_2,z-03,21.85416603088379
57775,2024-01-30,10:18:22.995008,humidity,z-03,30.02505111694336
57776,2024-01-30,10:18:22.995008,pressure,z-03,1015.93310546875
57777,2024-01-30,10:18:38.510224,temperature,z-01,22
57778,2024-01-30,10:18:38.510224,humidity,z-01,23.200000762939453
57779,2024-01-30,10:18:48.455826,temperature_1,z-03,23.233108520507812
57780,2024-01-30,10:18:48.455826,temperature_2,z-03,21.860416412353516
57781,2024-01-30,10:18:48.455826,humidity,z-03,29.75271987915039
57782,2024-01-30,10:18:48.455826,pressure,z-03,1015.89208984375
57783,2024-01-30,10:18:53.871945,temperature_1,z-03,23.363176345825195
57784,2024-01-30,10:18:53.871945,temperature_2,z-03,21.866666793823242
57785,2024-01-30,10:18:53.871945,humidity,z-03,29.75952911376953
57786,2024-01-30,10:18:53.871945,pressure,z-03,1015.90771484375
57787,2024-01-30,10:18:55.659676,temperature,z-02,21.100000381469727
57788,2024-01-30,10:18:55.659676,humidity,z-02,25.5
57789,2024-01-30,10:19:10.189612,temperature,z-01,22
57790,2024-01-30,10:19:10.189612,humidity,z-01,23.200000762939453
57791,2024-01-30,10:19:19.343242,temperature_1,z-03,23.233108520507812
57792,2024-01-30,10:19:19.343242,temperature_2,z-03,21.86458396911621
57793,2024-01-30,10:19:19.343242,humidity,z-03,29.573436737060547
57794,2024-01-30,10:19:19.343242,pressure,z-03,1015.92041015625
57795,2024-01-30,10:19:24.814694,temperature_1,z-03,23.326013565063477
57796,2024-01-30,10:19:24.814694,temperature_2,z-03,21.868749618530273
57797,2024-01-30,10:19:24.814694,humidity,z-03,29.568897247314453
57798,2024-01-30,10:19:24.814694,pressure,z-03,1015.92138671875
57799,2024-01-30,10:19:28.600066,temperature,z-02,21.100000381469727
57800,2024-01-30,10:19:28.600066,humidity,z-02,25.5
57801,2024-01-30,10:19:41.819132,temperature,z-01,22
57802,2024-01-30,10:19:41.819132,humidity,z-01,23.200000762939453
57803,2024-01-30,10:19:50.262578,temperature_1,z-03,23.251689910888672
57804,2024-01-30,10:19:50.262578,temperature_2,z-03,21.868749618530273
57805,2024-01-30,10:19:50.262578,humidity,z-03,29.58478355407715
57806,2024-01-30,10:19:50.262578,pressure,z-03,1015.914306640625
57807,2024-01-30,10:19:55.760133,temperature_1,z-03,23.344594955444336
57808,2024-01-30,10:19:55.760133,temperature_2,z-03,21.85416603088379
57809,2024-01-30,10:19:55.760133,humidity,z-03,29.761796951293945
57810,2024-01-30,10:19:55.760133,pressure,z-03,1015.91796875
57811,2024-01-30,10:20:01.503757,temperature,z-02,21.100000381469727
57812,2024-01-30,10:20:01.503757,humidity,z-02,25.399999618530273
57813,2024-01-30,10:20:13.519818,temperature,z-01,22
57814,2024-01-30,10:20:13.519818,humidity,z-01,23.100000381469727
57815,2024-01-30,10:20:21.214762,temperature_1,z-03,23.326013565063477
57816,2024-01-30,10:20:21.214762,temperature_2,z-03,21.866666793823242
57817,2024-01-30,10:20:21.214762,humidity,z-03,29.55755043029785
57818,2024-01-30,10:20:21.214762,pressure,z-03,1015.891845703125
57819,2024-01-30,10:20:26.714850,temperature_1,z-03,23.28885269165039
57820,2024-01-30,10:20:26.714850,temperature_2,z-03,21.868749618530273
57821,2024-01-30,10:20:26.714850,humidity,z-03,29.562088012695312
57822,2024-01-30,10:20:26.714850,pressure,z-03,1015.92236328125
57823,2024-01-30,10:20:34.393276,temperature,z-02,21.100000381469727
57824,2024-01-30,10:20:34.393276,humidity,z-02,25.399999618530273
57825,2024-01-30,10:20:45.119323,temperature,z-01,22
57826,2024-01-30,10:20:45.119323,humidity,z-01,23.100000381469727
57827,2024-01-30,10:20:52.495719,temperature_1,z-03,23.326013565063477
57828,2024-01-30,10:20:52.495719,temperature_2,z-03,21.879167556762695
57829,2024-01-30,10:20:52.495719,humidity,z-03,28.599853515625
57830,2024-01-30,10:20:52.495719,pressure,z-03,1015.901611328125
57831,2024-01-30,10:20:57.736759,temperature_1,z-03,23.28885269165039
57832,2024-01-30,10:20:57.736759,temperature_2,z-03,21.879167556762695
57833,2024-01-30,10:20:57.736759,humidity,z-03,29.875268936157227
57834,2024-01-30,10:20:57.736759,pressure,z-03,1015.91650390625
57835,2024-01-30,10:21:07.289434,temperature,z-02,21.100000381469727
57836,2024-01-30,10:21:07.289434,humidity,z-02,25.299999237060547
57837,2024-01-30,10:21:16.746791,temperature,z-01,22
57838,2024-01-30,10:21:16.746791,humidity,z-01,23.100000381469727
57839,2024-01-30,10:21:23.370922,temperature_1,z-03,23.30743408203125
57840,2024-01-30,10:21:23.370922,temperature_2,z-03,21.879167556762695
57841,2024-01-30,10:21:23.370922,humidity,z-03,29.616554260253906
57842,2024-01-30,10:21:23.370922,pressure,z-03,1015.912353515625
57843,2024-01-30,10:21:28.763917,temperature_1,z-03,23.363176345825195
57844,2024-01-30,10:21:28.763917,temperature_2,z-03,21.879167556762695
57845,2024-01-30,10:21:28.763917,humidity,z-03,29.843496322631836
57846,2024-01-30,10:21:28.763917,pressure,z-03,1015.89208984375
57847,2024-01-30,10:21:40.193255,temperature,z-02,21.100000381469727
57848,2024-01-30,10:21:40.193255,humidity,z-02,25.299999237060547
57849,2024-01-30,10:21:48.475779,temperature,z-01,22
57850,2024-01-30,10:21:48.475779,humidity,z-01,23
57851,2024-01-30,10:21:54.272351,temperature_1,z-03,23.30743408203125
57852,2024-01-30,10:21:54.272351,temperature_2,z-03,21.88541603088379
57853,2024-01-30,10:21:54.272351,humidity,z-03,29.437271118164062
57854,2024-01-30,10:21:54.272351,pressure,z-03,1015.8994140625
57855,2024-01-30,10:21:59.788694,temperature_1,z-03,23.326013565063477
57856,2024-01-30,10:21:59.788694,temperature_2,z-03,21.88541603088379
57857,2024-01-30,10:21:59.788694,humidity,z-03,29.5825138092041
57858,2024-01-30,10:21:59.788694,pressure,z-03,1015.905029296875
57859,2024-01-30,10:22:13.101911,temperature,z-02,21.100000381469727
57860,2024-01-30,10:22:13.101911,humidity,z-02,25.299999237060547
57861,2024-01-30,10:22:21.922399,temperature,z-01,22
57862,2024-01-30,10:22:21.922399,humidity,z-01,22.899999618530273
57863,2024-01-30,10:22:25.296126,temperature_1,z-03,23.400339126586914
57864,2024-01-30,10:22:25.296126,temperature_2,z-03,21.881250381469727
57865,2024-01-30,10:22:25.296126,humidity,z-03,29.61428451538086
57866,2024-01-30,10:22:25.296126,pressure,z-03,1015.917724609375
57867,2024-01-30,10:22:30.746240,temperature_1,z-03,23.30743408203125
57868,2024-01-30,10:22:30.746240,temperature_2,z-03,21.875
57869,2024-01-30,10:22:30.746240,humidity,z-03,29.396421432495117
57870,2024-01-30,10:22:30.746240,pressure,z-03,1015.936767578125
57871,2024-01-30,10:22:48.811276,temperature,z-02,21.100000381469727
57872,2024-01-30,10:22:48.811276,humidity,z-02,25.299999237060547
57873,2024-01-30,10:22:53.570569,temperature,z-01,22
57874,2024-01-30,10:22:53.570569,humidity,z-01,22.899999618530273
57875,2024-01-30,10:22:56.196969,temperature_1,z-03,23.28885269165039
57876,2024-01-30,10:22:56.196969,temperature_2,z-03,21.881250381469727
57877,2024-01-30,10:22:56.196969,humidity,z-03,29.723217010498047
57878,2024-01-30,10:22:56.196969,pressure,z-03,1015.9287109375
57879,2024-01-30,10:23:01.705087,temperature_1,z-03,23.30743408203125
57880,2024-01-30,10:23:01.705087,temperature_2,z-03,21.881250381469727
57881,2024-01-30,10:23:01.705087,humidity,z-03,29.768606185913086
57882,2024-01-30,10:23:01.705087,pressure,z-03,1015.92529296875
57883,2024-01-30,10:23:21.770570,temperature,z-02,21.100000381469727
57884,2024-01-30,10:23:21.770570,humidity,z-02,25.299999237060547
57885,2024-01-30,10:23:26.947445,temperature,z-01,22
57886,2024-01-30,10:23:26.947445,humidity,z-01,23
57887,2024-01-30,10:23:27.251825,temperature_1,z-03,23.251689910888672
57888,2024-01-30,10:23:27.251825,temperature_2,z-03,21.879167556762695
57889,2024-01-30,10:23:27.251825,humidity,z-03,29.58478355407715
57890,2024-01-30,10:23:27.251825,pressure,z-03,1015.88916015625
57891,2024-01-30,10:23:32.712110,temperature_1,z-03,23.27027130126953
57892,2024-01-30,10:23:32.712110,temperature_2,z-03,21.893749237060547
57893,2024-01-30,10:23:32.712110,humidity,z-03,29.636980056762695
57894,2024-01-30,10:23:32.712110,pressure,z-03,1015.897216796875
57895,2024-01-30,10:23:54.620063,temperature,z-02,21.100000381469727
57896,2024-01-30,10:23:54.620063,humidity,z-02,25.299999237060547
57897,2024-01-30,10:23:58.154152,temperature_1,z-03,23.251689910888672
57898,2024-01-30,10:23:58.154152,temperature_2,z-03,21.875
57899,2024-01-30,10:23:58.154152,humidity,z-03,29.555280685424805
57900,2024-01-30,10:23:58.154152,pressure,z-03,1015.906005859375
57901,2024-01-30,10:23:58.621091,temperature,z-01,22
57902,2024-01-30,10:23:58.621091,humidity,z-01,23
57903,2024-01-30,10:24:03.596009,temperature_1,z-03,23.084461212158203
57904,2024-01-30,10:24:03.596009,temperature_2,z-03,21.866666793823242
57905,2024-01-30,10:24:03.596009,humidity,z-03,29.403228759765625
57906,2024-01-30,10:24:03.596009,pressure,z-03,1015.905517578125
57907,2024-01-30,10:24:27.614673,temperature,z-02,21.100000381469727
57908,2024-01-30,10:24:27.614673,humidity,z-02,25.299999237060547
57909,2024-01-30,10:24:29.124550,temperature_1,z-03,23.251689910888672
57910,2024-01-30,10:24:29.124550,temperature_2,z-03,21.868749618530273
57911,2024-01-30,10:24:29.124550,humidity,z-03,29.598400115966797
57912,2024-01-30,10:24:29.124550,pressure,z-03,1015.90576171875
57913,2024-01-30,10:24:30.290387,temperature,z-01,22
57914,2024-01-30,10:24:30.290387,humidity,z-01,22.899999618530273
57915,2024-01-30,10:24:34.498206,temperature_1,z-03,23.214527130126953
57916,2024-01-30,10:24:34.498206,temperature_2,z-03,21.879167556762695
57917,2024-01-30,10:24:34.498206,humidity,z-03,29.72775650024414
57918,2024-01-30,10:24:34.498206,pressure,z-03,1015.9130859375
57919,2024-01-30,10:25:00.098657,temperature_1,z-03,23.326013565063477
57920,2024-01-30,10:25:00.098657,temperature_2,z-03,21.883333206176758
57921,2024-01-30,10:25:00.098657,humidity,z-03,29.723217010498047
57922,2024-01-30,10:25:00.098657,pressure,z-03,1015.8876953125
57923,2024-01-30,10:25:00.487398,temperature,z-02,21.100000381469727
57924,2024-01-30,10:25:00.487398,humidity,z-02,25.299999237060547
57925,2024-01-30,10:25:03.667777,temperature,z-01,22
57926,2024-01-30,10:25:03.667777,humidity,z-01,23
57927,2024-01-30,10:25:05.426174,temperature_1,z-03,23.28885269165039
57928,2024-01-30,10:25:05.426174,temperature_2,z-03,21.883333206176758
57929,2024-01-30,10:25:05.426174,humidity,z-03,29.512161254882812
57930,2024-01-30,10:25:05.426174,pressure,z-03,1015.9296875
57931,2024-01-30,10:25:31.032345,temperature_1,z-03,23.326013565063477
57932,2024-01-30,10:25:31.032345,temperature_2,z-03,21.89583396911621
57933,2024-01-30,10:25:31.032345,humidity,z-03,29.487197875976562
57934,2024-01-30,10:25:31.032345,pressure,z-03,1015.870849609375
57935,2024-01-30,10:25:33.382997,temperature,z-02,21.100000381469727
57936,2024-01-30,10:25:33.382997,humidity,z-02,25.299999237060547
57937,2024-01-30,10:25:35.360219,temperature,z-01,22
57938,2024-01-30,10:25:35.360219,humidity,z-01,23
57939,2024-01-30,10:25:36.335062,temperature_1,z-03,23.233108520507812
57940,2024-01-30,10:25:36.335062,temperature_2,z-03,21.89583396911621
57941,2024-01-30,10:25:36.335062,humidity,z-03,29.487197875976562
57942,2024-01-30,10:25:36.335062,pressure,z-03,1015.896728515625
57943,2024-01-30,10:26:01.936334,temperature_1,z-03,23.381757736206055
57944,2024-01-30,10:26:01.936334,temperature_2,z-03,21.870832443237305
57945,2024-01-30,10:26:01.936334,humidity,z-03,29.29883575439453
57946,2024-01-30,10:26:01.936334,pressure,z-03,1015.894287109375
57947,2024-01-30,10:26:06.498415,temperature,z-02,21.100000381469727
57948,2024-01-30,10:26:06.498415,humidity,z-02,25.299999237060547
57949,2024-01-30,10:26:07.070304,temperature,z-01,22
57951,2024-01-30,10:26:07.070304,humidity,z-01,23
57950,2024-01-30,10:26:07.323992,temperature_1,z-03,23.381757736206055
57952,2024-01-30,10:26:07.323992,temperature_2,z-03,21.883333206176758
57953,2024-01-30,10:26:07.323992,humidity,z-03,29.221675872802734
57954,2024-01-30,10:26:07.323992,pressure,z-03,1015.90576171875
57955,2024-01-30,10:26:32.879093,temperature_1,z-03,23.381757736206055
57956,2024-01-30,10:26:32.879093,temperature_2,z-03,21.866666793823242
57957,2024-01-30,10:26:32.879093,humidity,z-03,29.680099487304688
57958,2024-01-30,10:26:32.879093,pressure,z-03,1015.94140625
57959,2024-01-30,10:26:38.384947,temperature_1,z-03,23.14020347595215
57960,2024-01-30,10:26:38.384947,temperature_2,z-03,21.86458396911621
57961,2024-01-30,10:26:38.384947,humidity,z-03,29.38280487060547
57962,2024-01-30,10:26:38.384947,pressure,z-03,1015.86669921875
57963,2024-01-30,10:26:38.881691,temperature,z-01,22
57964,2024-01-30,10:26:38.881691,humidity,z-01,23
57965,2024-01-30,10:26:39.547225,temperature,z-02,21.100000381469727
57966,2024-01-30,10:26:39.547225,humidity,z-02,25.299999237060547
57967,2024-01-30,10:27:03.795804,temperature_1,z-03,23.251689910888672
57968,2024-01-30,10:27:03.795804,temperature_2,z-03,21.862499237060547
57969,2024-01-30,10:27:03.795804,humidity,z-03,29.643787384033203
57970,2024-01-30,10:27:03.795804,pressure,z-03,1015.943359375
57971,2024-01-30,10:27:09.354999,temperature_1,z-03,23.28885269165039
57972,2024-01-30,10:27:09.354999,temperature_2,z-03,21.862499237060547
57973,2024-01-30,10:27:09.354999,humidity,z-03,29.391881942749023
57974,2024-01-30,10:27:09.354999,pressure,z-03,1015.8857421875
57975,2024-01-30,10:27:10.547498,temperature,z-01,22
57976,2024-01-30,10:27:10.547498,humidity,z-01,23
57977,2024-01-30,10:27:12.457663,temperature,z-02,21.100000381469727
57978,2024-01-30,10:27:12.457663,humidity,z-02,25.299999237060547
57979,2024-01-30,10:27:34.741379,temperature_1,z-03,23.158784866333008
57980,2024-01-30,10:27:34.741379,temperature_2,z-03,21.88541603088379
57981,2024-01-30,10:27:34.741379,humidity,z-03,29.689176559448242
57982,2024-01-30,10:27:34.741379,pressure,z-03,1015.887451171875
57983,2024-01-30,10:27:40.335164,temperature_1,z-03,23.363176345825195
57984,2024-01-30,10:27:40.335164,temperature_2,z-03,21.887500762939453
57985,2024-01-30,10:27:40.335164,humidity,z-03,29.730026245117188
57986,2024-01-30,10:27:40.335164,pressure,z-03,1015.913818359375
57987,2024-01-30,10:27:42.190128,temperature,z-01,22
57988,2024-01-30,10:27:42.190128,humidity,z-01,22.899999618530273
57989,2024-01-30,10:27:45.378367,temperature,z-02,21
57990,2024-01-30,10:27:45.378367,humidity,z-02,25.200000762939453
57991,2024-01-30,10:28:05.597705,temperature_1,z-03,23.28885269165039
57992,2024-01-30,10:28:05.597705,temperature_2,z-03,21.881250381469727
57993,2024-01-30,10:28:05.597705,humidity,z-03,29.768606185913086
57994,2024-01-30,10:28:05.597705,pressure,z-03,1015.915283203125
57995,2024-01-30,10:28:11.240893,temperature_1,z-03,23.27027130126953
57996,2024-01-30,10:28:11.240893,temperature_2,z-03,21.879167556762695
57997,2024-01-30,10:28:11.240893,humidity,z-03,29.636980056762695
57998,2024-01-30,10:28:11.240893,pressure,z-03,1015.9013671875
57999,2024-01-30,10:28:13.798278,temperature,z-01,22
58000,2024-01-30,10:28:13.798278,humidity,z-01,22.899999618530273
58001,2024-01-30,10:28:18.234508,temperature,z-02,21.100000381469727
58002,2024-01-30,10:28:18.234508,humidity,z-02,25.100000381469727
58003,2024-01-30,10:28:36.616308,temperature_1,z-03,23.27027130126953
58004,2024-01-30,10:28:36.616308,temperature_2,z-03,21.883333206176758
58005,2024-01-30,10:28:36.616308,humidity,z-03,29.414575576782227
58006,2024-01-30,10:28:36.616308,pressure,z-03,1015.888671875
58007,2024-01-30,10:28:42.213837,temperature_1,z-03,23.381757736206055
58008,2024-01-30,10:28:42.213837,temperature_2,z-03,21.879167556762695
58009,2024-01-30,10:28:42.213837,humidity,z-03,29.516700744628906
58010,2024-01-30,10:28:42.213837,pressure,z-03,1015.898681640625
58011,2024-01-30,10:28:45.440144,temperature,z-01,22
58012,2024-01-30,10:28:45.440144,humidity,z-01,22.899999618530273
58013,2024-01-30,10:28:51.168258,temperature,z-02,21.100000381469727
58014,2024-01-30,10:28:51.168258,humidity,z-02,25
58015,2024-01-30,10:29:07.475276,temperature_1,z-03,23.28885269165039
58016,2024-01-30,10:29:07.475276,temperature_2,z-03,21.856250762939453
58017,2024-01-30,10:29:07.475276,humidity,z-03,29.296566009521484
58018,2024-01-30,10:29:07.475276,pressure,z-03,1015.936767578125
58019,2024-01-30,10:29:13.123788,temperature_1,z-03,23.214527130126953
58020,2024-01-30,10:29:13.123788,temperature_2,z-03,21.856250762939453
58021,2024-01-30,10:29:13.123788,humidity,z-03,29.364648818969727
58022,2024-01-30,10:29:13.123788,pressure,z-03,1015.881103515625
58023,2024-01-30,10:29:17.120270,temperature,z-01,22
58024,2024-01-30,10:29:17.120270,humidity,z-01,22.899999618530273
58025,2024-01-30,10:29:26.946003,temperature,z-02,21.100000381469727
58026,2024-01-30,10:29:26.946003,humidity,z-02,25
58027,2024-01-30,10:29:38.361991,temperature_1,z-03,23.344594955444336
58028,2024-01-30,10:29:38.361991,temperature_2,z-03,21.85416603088379
58029,2024-01-30,10:29:38.361991,humidity,z-03,29.355571746826172
58030,2024-01-30,10:29:38.361991,pressure,z-03,1015.921630859375
58031,2024-01-30,10:29:44.104884,temperature_1,z-03,23.30743408203125
58032,2024-01-30,10:29:44.104884,temperature_2,z-03,21.852083206176758
58033,2024-01-30,10:29:44.104884,humidity,z-03,29.51443099975586
58034,2024-01-30,10:29:44.104884,pressure,z-03,1015.904296875
58035,2024-01-30,10:29:48.748085,temperature,z-01,22
58036,2024-01-30,10:29:48.748085,humidity,z-01,22.899999618530273
58037,2024-01-30,10:29:59.835912,temperature,z-02,21
58038,2024-01-30,10:29:59.835912,humidity,z-02,25
58039,2024-01-30,10:30:09.295849,temperature_1,z-03,23.251689910888672
58040,2024-01-30,10:30:09.295849,temperature_2,z-03,21.84583282470703
58041,2024-01-30,10:30:09.295849,humidity,z-03,29.330608367919922
58042,2024-01-30,10:30:09.295849,pressure,z-03,1015.88037109375
58043,2024-01-30,10:30:14.997607,temperature_1,z-03,23.30743408203125
58044,2024-01-30,10:30:14.997607,temperature_2,z-03,21.84166717529297
58045,2024-01-30,10:30:14.997607,humidity,z-03,29.43273162841797
58046,2024-01-30,10:30:14.997607,pressure,z-03,1015.88818359375
58047,2024-01-30,10:30:20.330303,temperature,z-01,22
58048,2024-01-30,10:30:20.330303,humidity,z-01,22.899999618530273
58049,2024-01-30,10:30:32.827081,temperature,z-02,21
58050,2024-01-30,10:30:32.827081,humidity,z-02,25
58051,2024-01-30,10:30:40.217107,temperature_1,z-03,23.251689910888672
58052,2024-01-30,10:30:40.217107,temperature_2,z-03,21.839582443237305
58053,2024-01-30,10:30:40.217107,humidity,z-03,29.36237907409668
58054,2024-01-30,10:30:40.217107,pressure,z-03,1015.906005859375
58055,2024-01-30,10:30:45.874820,temperature_1,z-03,23.195947647094727
58056,2024-01-30,10:30:45.874820,temperature_2,z-03,21.835416793823242
58057,2024-01-30,10:30:45.874820,humidity,z-03,29.24209976196289
58058,2024-01-30,10:30:45.874820,pressure,z-03,1015.888916015625
58059,2024-01-30,10:30:53.760778,temperature,z-01,22
58060,2024-01-30,10:30:53.760778,humidity,z-01,22.899999618530273
58061,2024-01-30,10:31:05.767772,temperature,z-02,21.100000381469727
58062,2024-01-30,10:31:05.767772,humidity,z-02,25.100000381469727
58063,2024-01-30,10:31:11.664753,temperature_1,z-03,23.10304069519043
58064,2024-01-30,10:31:11.664753,temperature_2,z-03,21.808332443237305
58065,2024-01-30,10:31:11.664753,humidity,z-03,29.366918563842773
58066,2024-01-30,10:31:11.664753,pressure,z-03,1015.91357421875
58067,2024-01-30,10:31:16.842280,temperature_1,z-03,23.233108520507812
58068,2024-01-30,10:31:16.842280,temperature_2,z-03,21.797916412353516
58069,2024-01-30,10:31:16.842280,humidity,z-03,29.537124633789062
58070,2024-01-30,10:31:16.842280,pressure,z-03,1015.89697265625
58071,2024-01-30,10:31:25.363801,temperature,z-01,22
58072,2024-01-30,10:31:25.363801,humidity,z-01,22.899999618530273
58073,2024-01-30,10:31:38.651998,temperature,z-02,21
58074,2024-01-30,10:31:38.651998,humidity,z-02,25
58075,2024-01-30,10:31:42.624307,temperature_1,z-03,23.158784866333008
58076,2024-01-30,10:31:42.624307,temperature_2,z-03,21.799999237060547
58077,2024-01-30,10:31:42.624307,humidity,z-03,29.339685440063477
58078,2024-01-30,10:31:42.624307,pressure,z-03,1015.906494140625
58079,2024-01-30,10:31:47.761861,temperature_1,z-03,23.28885269165039
58080,2024-01-30,10:31:47.761861,temperature_2,z-03,21.799999237060547
58081,2024-01-30,10:31:47.761861,humidity,z-03,29.226213455200195
58082,2024-01-30,10:31:47.761861,pressure,z-03,1015.890380859375
58083,2024-01-30,10:31:57.045461,temperature,z-01,22
58084,2024-01-30,10:31:57.045461,humidity,z-01,22.899999618530273
58085,2024-01-30,10:32:11.540810,temperature,z-02,21
58086,2024-01-30,10:32:11.540810,humidity,z-02,25
58087,2024-01-30,10:32:13.536121,temperature_1,z-03,23.195947647094727
58088,2024-01-30,10:32:13.536121,temperature_2,z-03,21.797916412353516
58089,2024-01-30,10:32:13.536121,humidity,z-03,29.316991806030273
58090,2024-01-30,10:32:13.536121,pressure,z-03,1015.8798828125
58091,2024-01-30,10:32:18.678460,temperature_1,z-03,23.214527130126953
58092,2024-01-30,10:32:18.678460,temperature_2,z-03,21.797916412353516
58093,2024-01-30,10:32:18.678460,humidity,z-03,29.24890899658203
58094,2024-01-30,10:32:18.678460,pressure,z-03,1015.872802734375
58095,2024-01-30,10:32:28.710336,temperature,z-01,22
58096,2024-01-30,10:32:28.710336,humidity,z-01,22.899999618530273
58097,2024-01-30,10:32:44.514481,temperature_1,z-03,23.177366256713867
58099,2024-01-30,10:32:44.514481,temperature_2,z-03,21.789583206176758
58101,2024-01-30,10:32:44.514481,humidity,z-03,29.328338623046875
58102,2024-01-30,10:32:44.514481,pressure,z-03,1015.9169921875
58098,2024-01-30,10:32:44.548348,temperature,z-02,21
58100,2024-01-30,10:32:44.548348,humidity,z-02,25
